Concept,Concept.name,Original code,Code_new,system
C0157128,"Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157129,"Other placental conditions, affecting management of mother, antepartum condition or complication","","",RCD2_c
C0157130,Other specified fetal and placental problems affecting management of mother,"","",RCD2_c
C0157131,"Other specified fetal and placental problems, affecting management of mother, unspecified as to episode of care or not applicable","","",RCD2_c
C0157132,"Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157133,"Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication","","",RCD2_c
C0157134,Unspecified fetal and placental problem affecting management of mother,"","",RCD2_c
C0157135,"Unspecified fetal and placental problem, affecting management of mother, unspecified as to episode of care or not applicable","","",RCD2_c
C0157136,"Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157137,"Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication","","",RCD2_c
C0157141,"Oligohydramnios, unspecified as to episode of care","","",RCD2_c
C0157142,Oligohydramnios - delivered,L2801,L2801,RCD2_c
C0157143,"Oligohydramnios, antepartum","","",RCD2_c
C0157145,"Premature rupture of membranes, unspecified as to episode of care","","",RCD2_c
C0157146,Premature rupture of membranes - delivered,L2811,L2811,RCD2_c
C0157147,"Premature rupture of membranes, antepartum","","",RCD2_c
C0157149,"Delayed delivery after spontaneous or unspecified rupture of membranes, unspecified as to episode of care or not applicable","","",RCD2_c
C0157150,"Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157151,"Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication","","",RCD2_c
C0157152,Delayed delivery after artificial rupture of membranes,"","",RCD2_c
C0157153,"Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable","","",RCD2_c
C0157154,"Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157155,"Delayed delivery after artificial rupture of membranes, antepartum condition or complication","","",RCD2_c
C0157157,Amniotic cavity infection - delivered,L2841,L2841,RCD2_c
C0157158,"Infection of amniotic cavity, antepartum","","",RCD2_c
C0157159,"Other problems associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable","","",RCD2_c
C0157160,"Other problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157161,"Other problems associated with amniotic cavity and membranes, antepartum","","",RCD2_c
C0157165,"Unspecified problem associated with amniotic cavity and membranes, antepartum condition or complication","","",RCD2_c
C0157168,"Failed mechanical induction of labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157169,"Failed mechanical induction of labour, delivered","","",RCD2_c
C0157170,"Failed mechanical induction of labour, antepartum","","",RCD2_c
C0157172,"Failed medical or unspecified induction of labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157173,"Failed medical or unspecified induction of labor, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157174,"Failed medical or unspecified induction of labor, antepartum condition or complication","","",RCD2_c
C0157176,"Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable","","",RCD2_c
C0157177,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157178,"Unspecified type maternal pyrexia, antepartum","","",RCD2_c
C0157179,Generalized infection during labor,"","",RCD2_c
C0157180,"Generalised infection during labour, unspecified as to episode of care","","",RCD2_c
C0157181,"Generalized infection during labor, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157182,"Generalised infection during labour, antepartum","","",RCD2_c
C0157183,"Grand multiparity, with current pregnancy","","",RCD2_c
C0157184,"Grand multiparity, unspecified as to episode of care or not applicable","","",RCD2_c
C0157185,"Grand multiparity, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157186,"Grand multiparity, antepartum condition or complication","","",RCD2_c
C0157188,"Elderly primigravida, unspecified as to episode of care or not applicable","","",RCD2_c
C0157189,Elderly primigravida - delivered,L2951,L2951,RCD2_c
C0157190,"Elderly primigravida, antepartum","","",RCD2_c
C0157191,Other specified indications for care or intervention related to labour and delivery,"","",RCD2_c
C0157192,"Other specified indications for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157193,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157194,"Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication","","",RCD2_c
C0157195,Unspecified indication for care or intervention related to labour and delivery,"","",RCD2_c
C0157196,"Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157197,"Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157198,"Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication","","",RCD2_c
C0157199,Obstruction caused by malposition of fetus at onset of labor,"","",RCD2_c
C0157200,"Obstruction caused by malposition of fetus at onset of labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157201,"Obstruction caused by malposition of foetus at onset of labour, with delivery","","",RCD2_c
C0157202,"Obstruction caused by malposition of foetus at onset of labour, antepartum","","",RCD2_c
C0157203,Obstruction by bony pelvis during labour,"","",RCD2_c
C0157204,"Obstruction by bony pelvis during labour, unspecified as to episode of care","","",RCD2_c
C0157205,"Obstruction by bony pelvis during labour, with delivery","","",RCD2_c
C0157206,"Obstruction by bony pelvis during labour, antepartum","","",RCD2_c
C0157207,Obstruction by abnormal pelvic soft tissues during labour,"","",RCD2_c
C0157208,"Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157209,"Obstruction by abnormal pelvic soft tissues during labour, with delivery","","",RCD2_c
C0157210,"Obstruction by abnormal pelvic soft tissues during labour, antepartum","","",RCD2_c
C0157211,Deep transverse arrest and persistent occipitoposterior position during labor and delivery,"","",RCD2_c
C0157212,"Deep transverse arrest and persistent occipitoposterior position, unspecified as to episode of care or not applicable","","",RCD2_c
C0157213,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157214,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication","","",RCD2_c
C0157216,"Shoulder (girdle) dystocia, unspecified as to episode of care","","",RCD2_c
C0157218,"Shoulder (girdle) dystocia, antepartum","","",RCD2_c
C0157220,"Locked twins, unspecified as to episode of care in pregnancy","","",RCD2_c
C0157221,"Locked twins, with delivery","","",RCD2_c
C0157222,"Locked twins, antepartum","","",RCD2_c
C0157224,"Unspecified failed trial of labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157225,"Unspecified failed trial of labor, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157226,"Unspecified failed trial of labor, antepartum condition or complication","","",RCD2_c
C0157228,"Failed forceps or vacuum extractor, unspecified, unspecified as to episode of care or not applicable","","",RCD2_c
C0157229,"Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157232,"Other causes of obstructed labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157233,"Other causes of obstructed labor, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157234,"Other causes of obstructed labor, antepartum condition or complication","","",RCD2_c
C0157235,"Unspecified obstructed labour, unspecified as to episode of care","","",RCD2_c
C0157236,"Unspecified obstructed labour, with delivery","","",RCD2_c
C0157237,"Unspecified obstructed labour, antepartum","","",RCD2_c
C0157239,"Primary uterine inertia, unspecified as to episode of care or not applicable","","",RCD2_c
C0157240,Primary uterine inertia - delivered,L3101,L3101,RCD2_c
C0157241,"Primary uterine inertia, antepartum","","",RCD2_c
C0157242,"Secondary uterine inertia, unspecified as to episode of care or not applicable","","",RCD2_c
C0157243,"Secondary uterine inertia, with delivery","","",RCD2_c
C0157244,"Secondary uterine inertia, antepartum","","",RCD2_c
C0157246,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157247,"Other and unspecified uterine inertia, antepartum condition or complication","","",RCD2_c
C0157248,"Precipitate labour, unspecified as to episode of care","","",RCD2_c
C0157249,"Precipitate labour, with delivery","","",RCD2_c
C0157250,"Precipitate labour, antepartum","","",RCD2_c
C0157252,"Hypertonic, incoordinate, or prolonged uterine contractions, unspecified as to episode of care or not applicable","","",RCD2_c
C0157253,"Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157302,"Vascular lesions of cord complicating labor and delivery, antepartum condition or complication","","",RCD2_c
C0157303,Other umbilical cord complications during labour and delivery,"","",RCD2_c
C0157304,"Other umbilical cord complications complicating labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157305,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157306,"Other umbilical cord complications complicating labor and delivery, antepartum condition or complication","","",RCD2_c
C0157307,Unspecified umbilical cord complication during labour and delivery,"","",RCD2_c
C0157308,"Unspecified umbilical cord complication complicating labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157309,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157310,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication","","",RCD2_c
C0157311,Trauma to perineum and/or vulva during delivery,L34..,L34..,RCD2_c
C0157313,"First-degree perineal laceration, unspecified as to episode of care or not applicable","","",RCD2_c
C0157315,"First-degree perineal laceration, postpartum","","",RCD2_c
C0157317,"Second-degree perineal laceration, unspecified as to episode of care or not applicable","","",RCD2_c
C0157321,"Third-degree perineal laceration, unspecified as to episode of care or not applicable","","",RCD2_c
C0157323,"Third-degree perineal laceration, postpartum","","",RCD2_c
C0157325,"Fourth-degree perineal laceration, unspecified as to episode of care or not applicable","","",RCD2_c
C0157327,"Fourth-degree perineal laceration, postpartum","","",RCD2_c
C0157329,"Unspecified perineal laceration, unspecified as to episode of care or not applicable","","",RCD2_c
C0157331,"Unspecified perineal laceration, postpartum","","",RCD2_c
C0157333,"Vulvar and perineal hematoma, unspecified as to episode of care or not applicable","","",RCD2_c
C0157334,"Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157335,"Vulvar and perineal hematoma, postpartum condition or complication","","",RCD2_c
C0157336,Other specified trauma to perineum and vulva during delivery,"","",RCD2_c
C0157337,"Other specified trauma to perineum and vulva, unspecified as to episode of care or not applicable","","",RCD2_c
C0157338,"Other specified trauma to perineum and vulva, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157339,"Other specified trauma to perineum and vulva, postpartum condition or complication","","",RCD2_c
C0157340,"Trauma to perineum and vulva during delivery, unspecified","","",RCD2_c
C0157341,"Unspecified trauma to perineum and vulva, unspecified as to episode of care or not applicable","","",RCD2_c
C0157342,"Unspecified trauma to perineum and vulva, with delivery","","",RCD2_c
C0157343,"Unspecified trauma to perineum and vulva, postpartum","","",RCD2_c
C0157345,Rupture of uterus before onset of labor,"","",RCD2_c
C0157346,"Rupture of uterus before onset of labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157347,"Rupture of uterus before onset of labour, with delivery","","",RCD2_c
C0157350,"Rupture of uterus during labor, unspecified as to episode of care or not applicable","","",RCD2_c
C0157351,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157355,"Inversion of uterus, unspecified as to episode of care or not applicable","","",RCD2_c
C0157356,"Inversion of uterus, delivered, with mention of postpartum complication","","",RCD2_c
C0157357,"Inversion of uterus, postpartum","","",RCD2_c
C0157359,"Laceration of cervix, unspecified as to episode of care or not applicable","","",RCD2_c
C0157361,"Laceration of cervix, postpartum condition or complication","","",RCD2_c
C0157362,High vaginal laceration during and after labour,"","",RCD2_c
C0157363,"High vaginal laceration, unspecified as to episode of care or not applicable","","",RCD2_c
C0157364,Obstetric high vaginal laceration - delivered,L3541,L3541,RCD2_c
C0157365,"High vaginal laceration, postpartum","","",RCD2_c
C0157373,"Damage to pelvic joints and ligaments, postpartum","","",RCD2_c
C0157375,"Pelvic hematoma, unspecified as to episode of care or not applicable","","",RCD2_c
C0157377,"Pelvic haematoma, delivered with postpartum complication","","",RCD2_c
C0157378,"Pelvic haematoma, postpartum","","",RCD2_c
C0157379,Other specified obstetric trauma,Lyu4C,Lyu4C,RCD2_c
C0157380,"Other specified obstetrical trauma, unspecified as to episode of care or not applicable","","",RCD2_c
C0157381,"Other specified obstetrical trauma, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157382,"Other specified obstetrical trauma, delivered, with mention of postpartum complication","","",RCD2_c
C0157383,"Other specified obstetrical trauma, antepartum condition or complication","","",RCD2_c
C0157384,"Other specified obstetrical trauma, postpartum condition or complication","","",RCD2_c
C0157386,"Unspecified obstetrical trauma, unspecified as to episode of care","","",RCD2_c
C0157387,"Unspecified obstetrical trauma, with delivery","","",RCD2_c
C0157388,"Unspecified obstetrical trauma, delivered, with postpartum complication","","",RCD2_c
C0157389,"Unspecified obstetrical trauma, antepartum","","",RCD2_c
C0157390,"Unspecified obstetrical trauma, postpartum","","",RCD2_c
C0157392,"Third-stage postpartum hemorrhage, unspecified as to episode of care or not applicable","","",RCD2_c
C0157394,"Other immediate postpartum hemorrhage, unspecified as to episode of care or not applicable","","",RCD2_c
C0157395,"Other immediate postpartum hemorrhage, delivered, with mention of postpartum complication","","",RCD2_c
C0157398,"Delayed and secondary postpartum hemorrhage, delivered, with mention of postpartum complication","","",RCD2_c
C0157401,"Postpartum coagulation defects, unspecified as to episode of care or not applicable","","",RCD2_c
C0157402,"Postpartum coagulation defects, delivered, with mention of postpartum complication","","",RCD2_c
C0157404,"Retained placenta or membranes, without haemorrhage","","",RCD2_c
C0157405,"Retained placenta without hemorrhage, unspecified as to episode of care or not applicable","","",RCD2_c
C0157407,"Retained placenta without hemorrhage, postpartum condition or complication","","",RCD2_c
C0157408,Retained portions of placenta AND/OR membranes without hemorrhage,"","",RCD2_c
C0157409,"Retained portions of placenta or membranes, without hemorrhage, unspecified as to episode of care or not applicable","","",RCD2_c
C0157410,"Retained portions of placenta or membranes, without hemorrhage, delivered, with mention of postpartum complication","","",RCD2_c
C0157411,"Retained portions of placenta or membranes, without hemorrhage, postpartum condition or complication","","",RCD2_c
C0157412,Complications of the administration of anaesthetic or other sedation in labour and delivery,"","",RCD2_c
C0157413,Pulmonary complications of anaesthesia or other sedation in labour and delivery,"","",RCD2_c
C0157414,"Pulmonary complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157415,"Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157416,"Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157417,"Pulmonary complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication","","",RCD2_c
C0157418,"Pulmonary complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication","","",RCD2_c
C0157420,"Cardiac complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157421,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157422,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157423,"Cardiac complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication","","",RCD2_c
C0157424,"Cardiac complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication","","",RCD2_c
C0157425,Central nervous system complications of anaesthesia or other sedation in labour and delivery,"","",RCD2_c
C0157426,"Central nervous system complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157427,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157428,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157429,"Central nervous system complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication","","",RCD2_c
C0157430,"Central nervous system complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication","","",RCD2_c
C0157431,Other complications of anaesthesia or other sedation in labour and delivery,"","",RCD2_c
C0157432,"Other complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157434,"Other complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157435,"Other complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication","","",RCD2_c
C0157436,"Other complications of anesthesia or other sedation in labor and delivery, postpartum","","",RCD2_c
C0157437,Unspecified complication of anaesthesia or other sedation in labour and delivery,"","",RCD2_c
C0157438,"Unspecified complication of anesthesia and other sedation in labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157439,"Unspecified complication of anesthesia and other sedation in labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157440,"Unspecified complication of anesthesia and other sedation in labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157441,"Unspecified complication of anesthesia and other sedation in labor and delivery, antepartum condition or complication","","",RCD2_c
C0157442,"Unspecified complication of anesthesia or other sedation in labor and delivery, postpartum","","",RCD2_c
C0157445,"Maternal distress complicating labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157447,"Maternal distress, with delivery, with mention of postpartum complication","","",RCD2_c
C0157448,"Maternal distress complicating labor and delivery, antepartum condition or complication","","",RCD2_c
C0157451,"Shock during or following labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157453,"Shock during or following labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157456,"Maternal hypotension syndrome, unspecified as to episode of care or not applicable","","",RCD2_c
C0157458,"Maternal hypotension syndrome, delivered, with mention of postpartum complication","","",RCD2_c
C0157460,"Maternal hypotension syndrome, postpartum","","",RCD2_c
C0157462,"Acute kidney failure following labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157463,"Acute kidney failure following labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157464,"Acute kidney failure following labor and delivery, postpartum condition or complication","","",RCD2_c
C0157465,Other complications of obstetric surgery and procedures,Lyu4J,Lyu4J,RCD2_c
C0157466,"Other complications of obstetrical surgery and procedures, unspecified as to episode of care or not applicable","","",RCD2_c
C0157467,"Other complications of obstetrical surgery and procedures, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157468,"Other complications of obstetrical surgery and procedures, delivered, with mention of postpartum complication","","",RCD2_c
C0157469,"Other complications of obstetrical surgery and procedures, postpartum condition or complication","","",RCD2_c
C0157470,Forceps or vacuum extractor delivery without mention of indication,"","",RCD2_c
C0157471,"Forceps or vacuum extractor delivery without mention of indication, unspecified as to episode of care or not applicable","","",RCD2_c
C0157472,"Forceps or vacuum extractor delivery without mention of indication, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157474,"Breech extraction, without mention of indication, unspecified as to episode of care or not applicable","","",RCD2_c
C0157475,"Breech extraction, without mention of indication, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157477,"Cesarean delivery, without mention of indication, unspecified as to episode of care or not applicable","","",RCD2_c
C0157478,"Cesarean delivery, without mention of indication, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157479,"Other complications of labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157480,"Other complications of labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157481,"Other complications of labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157482,"Other complications of labor and delivery, antepartum condition or complication","","",RCD2_c
C0157483,"Other complications of labor and delivery, postpartum condition or complication","","",RCD2_c
C0157484,"Unspecified complication of labor and delivery, unspecified as to episode of care or not applicable","","",RCD2_c
C0157485,"Unspecified complication of labor and delivery, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157486,"Unspecified complication of labor and delivery, delivered, with mention of postpartum complication","","",RCD2_c
C0157487,"Unspecified complication of labor and delivery, antepartum condition or complication","","",RCD2_c
C0157488,"Unspecified complication of labor and delivery, postpartum condition or complication","","",RCD2_c
C0157491,"Major puerperal infection, delivered, with mention of postpartum complication","","",RCD2_c
C0157495,"Varicose veins of legs complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable","","",RCD2_c
C0157496,"Varicose veins of legs complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157497,"Varicose veins of legs complicating pregnancy and the puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157498,Varicose veins of legs in pregnancy,L4105,L4105,RCD2_c
C0157499,Varicose veins of legs in the puerperium,L4106,L4106,RCD2_c
C0157501,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable","","",RCD2_c
C0157502,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157503,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157504,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, antepartum condition or complication","","",RCD2_c
C0157505,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, postpartum condition or complication","","",RCD2_c
C0157508,"Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157509,"Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157514,"Deep phlebothrombosis, antepartum, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157516,"Deep phlebothrombosis, postpartum, unspecified as to episode of care or not applicable","","",RCD2_c
C0157517,"Deep phlebothrombosis, postpartum, delivered, with mention of postpartum complication","","",RCD2_c
C0157519,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable","","",RCD2_c
C0157520,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157521,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157522,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, antepartum condition or complication","","",RCD2_c
C0157523,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, postpartum condition or complication","","",RCD2_c
C0157525,"Other venous complications of pregnancy and the puerperium, unspecified as to episode of care or not applicable","","",RCD2_c
C0157526,"Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157527,"Other venous complications of pregnancy and the puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157532,"Unspecified venous complication of pregnancy and the puerperium, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157533,"Unspecified venous complication of pregnancy and the puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157535,Venous complication in the puerperium,L41z6,L41z6,RCD2_c
C0157542,"Obstetrical air embolism, unspecified as to episode of care or not applicable","","",RCD2_c
C0157543,"Obstetrical air embolism, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157544,"Obstetrical air embolism, delivered, with mention of postpartum complication","","",RCD2_c
C0157545,"Obstetrical air embolism, antepartum condition or complication","","",RCD2_c
C0157546,"Obstetrical air embolism, postpartum condition or complication","","",RCD2_c
C0157548,Amniotic fluid pulmonary embolism - delivered,L4311,L4311,RCD2_c
C0157549,"Amniotic fluid embolism, delivered, with mention of postpartum complication","","",RCD2_c
C0157550,"Amniotic fluid embolism, antepartum condition or complication","","",RCD2_c
C0157551,"Amniotic fluid embolism, postpartum condition or complication","","",RCD2_c
C0157552,Obstetrical blood clot embolism,"","",RCD2_c
C0157554,"Obstetrical blood-clot embolism, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157555,"Obstetrical blood-clot embolism, delivered, with mention of postpartum complication","","",RCD2_c
C0157556,"Obstetrical blood-clot embolism, antepartum","","",RCD2_c
C0157557,"Obstetrical blood-clot embolism, postpartum condition or complication","","",RCD2_c
C0157560,"Obstetrical pyemic and septic embolism, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157561,"Obstetrical pyemic and septic embolism, delivered, with mention of postpartum complication","","",RCD2_c
C0157562,"Obstetrical pyemic and septic embolism, antepartum condition or complication","","",RCD2_c
C0157563,"Obstetrical pyemic and septic embolism, postpartum condition or complication","","",RCD2_c
C0157565,"Other obstetrical pulmonary embolism, unspecified as to episode of care or not applicable","","",RCD2_c
C0157566,"Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157567,"Other obstetrical pulmonary embolism, delivered, with mention of postpartum complication","","",RCD2_c
C0157568,"Other obstetrical pulmonary embolism, antepartum condition or complication","","",RCD2_c
C0157569,"Other obstetrical pulmonary embolism, postpartum condition or complication","","",RCD2_c
C0157572,"Cerebrovascular disorders in the puerperium, unspecified as to episode of care or not applicable","","",RCD2_c
C0157573,"Cerebrovascular disorders in the puerperium, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157574,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157575,"Cerebrovascular disorders, antepartum","","",RCD2_c
C0157579,"Disruption of cesarean wound, with delivery, with mention of postpartum complication","","",RCD2_c
C0157582,"Disruption of perineal wound, unspecified as to episode of care or not applicable","","",RCD2_c
C0157583,"Disruption of perineal wound, delivered, with mention of postpartum complication","","",RCD2_c
C0157586,"Other complications of obstetrical surgical wounds, unspecified as to episode of care or not applicable","","",RCD2_c
C0157587,"Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication","","",RCD2_c
C0157588,"Other complications of obstetrical surgical wounds, postpartum condition or complication","","",RCD2_c
C0157589,"Placental polyp, unspecified as to episode of care or not applicable","","",RCD2_c
C0157590,"Placental polyp, delivered, with mention of postpartum complication","","",RCD2_c
C0157591,"Placental polyp, postpartum","","",RCD2_c
C0157594,"Other complications of puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157597,"Unspecified complications of puerperium, delivered, with mention of postpartum complication","","",RCD2_c
C0157600,"Infections of nipple associated with childbirth, unspecified as to episode of care or not applicable","","",RCD2_c
C0157601,"Infections of nipple associated with childbirth, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157602,"Infections of nipple associated with childbirth, delivered, with mention of postpartum complication","","",RCD2_c
C0157603,"Infections of nipple associated with childbirth, antepartum condition or complication","","",RCD2_c
C0157604,"Infections of nipple associated with childbirth, postpartum condition or complication","","",RCD2_c
C0157606,"Abscess of breast associated with childbirth, unspecified as to episode of care or not applicable","","",RCD2_c
C0157607,"Abscess of breast associated with childbirth, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157608,"Abscess of breast associated with childbirth, delivered, with mention of postpartum complication","","",RCD2_c
C0157613,"Nonpurulent mastitis associated with childbirth, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157614,"Nonpurulent mastitis associated with childbirth, delivered, with mention of postpartum complication","","",RCD2_c
C0157617,Other specified infections of the breast and nipple associated with childbirth,"","",RCD2_c
C0157618,"Other specified infections of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable","","",RCD2_c
C0157619,"Other specified infections of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition","","",RCD2_c
C0157620,"Other specified infections of the breast and nipple associated with childbirth, delivered, with mention of postpartum complication","","",RCD2_c
C0157621,"Other specified infections of the breast and nipple associated with childbirth, antepartum condition or complication","","",RCD2_c
C0157622,"Other specified infections of the breast and nipple associated with childbirth, postpartum condition or complication","","",RCD2_c
C0157623,Unspecified infection of the breast and nipple associated with childbirth,"","",RCD2_c
C0157624,"Unspecified infection of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable","","",RCD2_c
C0157625,"Unspecified infection of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition","","",RCD2_c
